,unitid,uagrntt,uagrnta,upgrntt,upgrnta,ufloant,ufloana,agrnt_t,agrnt_a,pell/loans_total,pell/loans_average
642,131098,19042623.333333332,14846.0,3208890.6666666665,4710.666666666667,8666341.166666666,7758.0,5815450.833333333,15947.0,0.37027052189094717,0.6072011686860875
643,131113,10572370.0,3380.714285714286,8319483.428571428,3022.285714285714,22161301.285714287,5059.285714285715,502530.4285714286,3798.0,0.37540590786220523,0.5973739940703091
644,131159,116450613.42857143,27116.285714285714,5544062.285714285,4419.714285714285,21377033.285714287,6337.571428571428,31045480.0,27915.0,0.25934666478810403,0.6973829542636881
645,131283,69475652.14285715,24709.85714285714,1768845.2857142857,4380.857142857143,11700032.57142857,6806.428571428572,19342020.0,25768.0,0.15118293687778256,0.6436352188057509
646,131399,14818554.57142857,6218.571428571428,9132049.57142857,4839.285714285715,11649112.57142857,7501.285714285715,1591591.4285714286,8072.0,0.783926630928649,0.6451275019520464
647,131450,17461375.285714287,18962.571428571428,2915734.285714286,4923.142857142857,2787135.714285714,6758.285714285715,3558716.5714285714,20111.285714285714,1.0461400464890993,0.7284603026972182
648,131469,217743714.42857143,28571.571428571428,7484386.571428572,4503.285714285715,30268876.285714287,7351.428571428572,56733833.428571425,29903.428571428572,0.24726344317449625,0.6125728721336962
649,131496,119342787.71428572,38813.857142857145,4325953.714285715,4545.142857142857,9224779.57142857,4830.428571428572,28230064.57142857,41540.0,0.46894927740975684,0.9409398751959305
650,131520,103814746.14285715,19397.0,14588500.857142856,4870.142857142857,25711713.42857143,6475.571428571428,34233008.85714286,22266.285714285714,0.5673873465364541,0.7520792428688036
651,131742,8060751.0,4144.0,7862815.0,4147.0,9278898.0,6873.0,4447417.0,4614.0,0.8473867263116805,0.6033755274261603
652,131803,1971471.142857143,4506.857142857143,1756860.7142857143,4278.0,5379385.428571428,10197.857142857143,16500.2,3617.0,0.32659134349335395,0.4194998949359109
653,131830,97797.71428571429,5572.714285714285,46069.42857142857,4343.714285714285,90791.28571428571,5638.714285714285,7477.285714285715,5972.666666666667,0.5074212597495984,0.7703377162980416
654,131876,19753695.57142857,14893.285714285714,4323674.857142857,4418.857142857143,7438215.0,7234.714285714285,3832441.5714285714,16369.142857142857,0.5812785536775769,0.61078530102877
655,132268,1807832.3333333333,7412.666666666667,972635.3333333334,4602.0,1328430.3333333333,6785.0,763705.6666666666,9012.333333333334,0.7321688679697418,0.6782608695652174
656,132338,7902295.666666667,6786.666666666667,3123743.3333333335,4189.333333333333,7770590.333333333,8563.333333333334,967712.0,6171.0,0.40199562701606845,0.489217594394706
658,132408,1824650.142857143,5509.285714285715,935697.5714285715,3953.714285714286,1133560.2857142857,5675.285714285715,222126.85714285713,7982.428571428572,0.8254502060637774,0.6966546681098497
659,132471,54040865.14285714,18136.0,8304422.428571428,4654.428571428572,17263814.42857143,8060.428571428572,13321452.857142856,23560.14285714286,0.4810305661550496,0.5774418233699024
660,132602,35663934.571428575,11036.0,13433123.57142857,5062.142857142857,21417112.714285713,7348.142857142857,10106277.285714285,11577.57142857143,0.6272144966799547,0.6889009856717927
661,132657,28689215.0,15541.857142857143,2401853.0,4705.571428571428,4281511.571428572,5897.714285714285,8947279.42857143,15862.0,0.5609824847906685,0.7978635791105513
662,132666,349507.0,4539.0,328777.0,4326.0,468843.0,8846.0,67805.0,4520.0,0.7012518049752262,0.48903459190594617
664,132693,31022004.714285713,4327.428571428572,22893038.285714287,3973.8571428571427,18261333.57142857,5580.571428571428,4698443.285714285,5159.142857142857,1.2536345276301408,0.7120878558263363
665,132709,97865163.14285715,4135.428571428572,69459039.42857143,3411.285714285714,20262747.85714286,3189.1428571428573,14284611.857142856,5408.428571428572,3.427918065124928,1.069655975631607
666,132806,36557.5,4676.0,36557.5,4676.0,50914.0,8045.5,8595.0,5730.0,0.7180245119220646,0.5811944565284942
667,132842,980151.4285714285,7639.142857142857,523514.71428571426,5023.428571428572,956894.2857142857,7351.285714285715,71581.71428571429,10738.714285714286,0.5470977537450025,0.6833401348646495
668,132851,26399658.42857143,5972.857142857143,12299478.57142857,3786.5714285714284,9588908.57142857,5386.857142857143,3472820.0,4952.571428571428,1.2826776352917268,0.7029277606873873
669,132879,1521594.0,8437.714285714286,524405.1428571428,4385.428571428572,885039.2857142857,6712.857142857143,370569.5714285714,7857.571428571428,0.592521881595248,0.6532879336028943
670,132903,249241361.2857143,6401.571428571428,95134524.42857143,4444.857142857143,144022254.14285713,6801.714285714285,45606989.428571425,7886.571428571428,0.6605543358195639,0.6534907166260607
674,133386,24765479.714285713,4078.285714285714,18397391.285714287,3467.5714285714284,10413410.857142856,3606.8571428571427,3656439.4285714286,5061.428571428572,1.7667017596924057,0.9613830798479087
675,133465,2970334.0,5029.285714285715,1572563.0,3689.714285714286,4126608.1428571427,8592.42857142857,76619.28571428571,6443.142857142857,0.38107882928549724,0.42941460089447525
676,133492,45230672.71428572,23533.0,1887543.142857143,4412.285714285715,8566130.714285715,6891.714285714285,12259042.285714285,23346.14285714286,0.22034956105786385,0.6402305045396128
677,133508,27078144.285714287,3812.0,19901175.57142857,3488.8571428571427,10569942.142857144,3454.4285714285716,7570218.0,6060.857142857143,1.8828083732584289,1.0099665026260285
678,133526,10105675.857142856,11287.285714285714,3884563.5714285714,5218.142857142857,5126673.428571428,7074.0,2931318.714285714,12154.285714285714,0.7577162121892799,0.7376509552082071
679,133553,88811542.57142857,17898.571428571428,7215064.571428572,4727.571428571428,19098738.285714287,7094.428571428572,22907565.0,17329.0,0.3777770271256812,0.6663780431324379
680,133650,51857535.71428572,8452.42857142857,24189775.57142857,5059.428571428572,32631967.42857143,6564.142857142857,11493886.57142857,9570.57142857143,0.7412907488455273,0.7707675901543015
681,133669,117287383.28571428,7807.857142857143,53839427.71428572,5568.0,56283413.28571428,6539.428571428572,20568366.285714287,9345.285714285714,0.9565771613917222,0.8514505417686123
682,133702,42160931.428571425,4247.0,29708415.57142857,3571.1428571428573,33782357.85714286,5025.714285714285,4286851.0,5445.857142857143,0.8794062183894336,0.710574189880614
683,133711,20793839.285714287,8407.0,3610116.8571428573,4374.142857142857,10738126.142857144,6792.571428571428,5661179.571428572,9368.0,0.33619616766601856,0.6439597880037015
684,133809,5250117.142857143,10595.42857142857,684113.1428571428,4093.0,2123027.285714286,6497.285714285715,1408170.142857143,8463.0,0.3222347387904509,0.6299553659770013
685,133845,2770579.4285714286,4197.714285714285,2462569.4285714286,3977.5714285714284,4736942.428571428,7218.714285714285,1548826.0,4142.428571428572,0.51986475784847,0.5510082919396014
686,133854,2215499.8571428573,4036.4285714285716,1960057.857142857,3830.1428571428573,3823022.5714285714,6697.0,1604050.142857143,4100.0,0.5126984788924306,0.5719191962285886
687,133863,2077515.4285714286,4080.4285714285716,1869615.2857142857,3822.1428571428573,3151370.5714285714,6296.0,1772402.2857142857,4220.857142857143,0.5932705289136327,0.607074786712652
688,133872,4827244.0,5590.714285714285,1699586.857142857,2960.714285714286,6589530.714285715,7719.857142857143,458118.85714285716,6786.571428571428,0.2579222908026292,0.3835193101278706
689,133881,67323709.85714285,23372.285714285714,3518637.1428571427,4628.285714285715,9344082.714285715,7123.714285714285,16828743.85714286,24783.0,0.3765631416637258,0.6497011992138934
691,133951,197094870.7142857,6001.142857142857,99609150.0,4313.857142857143,123485865.0,6904.571428571428,26936232.285714287,8881.57142857143,0.8066441450606513,0.6247827526276587
692,133960,1776082.7142857143,4468.714285714285,1222591.2857142857,4402.714285714285,926268.8571428572,5690.857142857143,377333.28571428574,4518.857142857143,1.3199097392580554,0.7736469525052715
693,133979,11540480.285714285,10580.0,4467231.571428572,5124.0,6263286.285714285,7283.142857142857,3484553.285714286,11101.57142857143,0.7132408399752901,0.703542426738849
694,133997,2165222.4285714286,3745.8571428571427,1793148.2857142857,3637.5714285714284,3226239.8571428573,6676.571428571428,1014624.2857142857,4276.142857142857,0.5558012934916405,0.5448262581307771
695,134024,412291.5714285714,3680.0,382964.5714285714,3624.1428571428573,751926.5714285715,6055.714285714285,137157.14285714287,3648.4285714285716,0.5093111295441841,0.5984666194857279
696,134079,55322681.71428572,22584.0,3017893.8571428573,4372.428571428572,11180720.714285715,6999.285714285715,15574785.142857144,23223.714285714286,0.2699194384926247,0.624696397591591
697,134097,193056950.57142857,6701.428571428572,44425060.85714286,4604.285714285715,84181071.85714285,6947.428571428572,45776925.14285714,7969.571428571428,0.5277321834596401,0.6627323572956079
698,134112,26353183.0,5084.6,18337721.0,3859.0,32260681.2,7501.8,5052567.0,4001.8,0.5684232420981861,0.5144098749633421
699,134130,244090829.57142857,8391.42857142857,44618319.571428575,4917.857142857143,51081798.28571428,6218.285714285715,54563116.0,9266.285714285714,0.8734680662937172,0.7908702444403602
700,134149,4927852.0,6726.0,3798692.5,5358.5,5356900.5,9345.0,102486.5,5678.0,0.7091213473164193,0.5734082397003746
701,134228,146730.7142857143,4816.285714285715,138873.57142857142,4534.714285714285,121357.14285714286,6670.25,77182.0,2965.714285714286,1.144337845791642,0.6798417279283813
702,134237,89436590.0,7049.285714285715,45925464.571428575,4698.0,122066002.42857143,11249.57142857143,21810116.714285713,8757.42857142857,0.37623468990313236,0.4176159091774925
705,134343,10006705.857142856,4043.0,6398317.857142857,3717.714285714286,2572502.5714285714,4713.142857142857,2063681.5714285714,4900.142857142857,2.4871959033999023,0.7887972841901068
706,134422,75588.4,2587.0,54356.2,2411.6,129890.8,4719.4,9832.4,4031.4,0.4184761353382995,0.5109971606560156
707,134495,59538584.71428572,4881.571428571428,44269044.85714286,4268.142857142857,66767580.71428572,5918.142857142857,13228424.0,6021.714285714285,0.6630320341631155,0.7211963212397712
708,134510,573628.5714285715,4205.142857142857,468201.4285714286,3900.0,182504.0,4101.571428571428,108168.85714285714,5255.714285714285,2.565431051217664,0.9508550729685487
709,134529,985536.8571428572,3563.8571428571427,958337.2857142857,3479.5714285714284,1344168.857142857,5253.714285714285,300620.85714285716,3851.1428571428573,0.7129590011118927,0.6623069393082446
710,134574,386478.0,2422.0,378629.4285714286,2390.8571428571427,813418.5714285715,4274.571428571428,128070.0,3790.1428571428573,0.46547920329192666,0.5593209010092908
711,134608,30822170.285714287,4515.0,23168402.285714287,3769.714285714286,5896629.857142857,4439.571428571428,4800536.714285715,5590.857142857143,3.929092184351599,0.8491167101071533
712,134680,996719.0,4939.666666666667,665928.6666666666,4011.3333333333335,1613997.6666666667,8760.333333333334,195719.0,5151.0,0.4125958050744806,0.45789734028385526
713,134714,645502.2857142857,3357.8571428571427,591250.0,3326.0,1021600.8571428572,5584.428571428572,164007.85714285713,3388.8571428571427,0.578748535561694,0.59558466143102
714,134811,10184891.42857143,6882.0,3522487.285714286,4362.857142857143,8287920.571428572,8724.285714285714,971729.4285714285,6367.428571428572,0.4250146047318021,0.5000818732601933
715,134909,1625042.0,4345.0,1341574.0,3686.0,2568870.0,7691.0,221213.0,3749.0,0.5222428538618147,0.4792614744506566
716,134945,51810870.428571425,22950.85714285714,3825636.1428571427,4402.285714285715,10322211.42857143,7283.142857142857,15120201.857142856,27089.0,0.3706217576853686,0.604448628927857
717,135063,1429389.5,3986.0,1144926.0,3357.0,2146749.0,6046.5,22766.5,7067.5,0.5333301657529594,0.5551972215331183
718,135081,100154559.14285715,6656.714285714285,50089676.85714286,4579.571428571428,118840947.14285715,9995.142857142857,24911627.85714286,7830.285714285715,0.4214850021090013,0.45817968727667724
719,135124,2908726.0,3853.0,2892064.0,3836.0,4625119.0,5877.0,1578039.0,3906.0,0.6252950464625883,0.6527139697124383
720,135142,1190825.5714285714,5291.142857142857,923531.5714285715,3340.0,1363371.2857142857,5884.0,267900.0,5918.571428571428,0.6773881635219586,0.5676410605030592
721,135160,7206405.285714285,5047.571428571428,4549520.428571428,4295.0,1618368.142857143,4613.142857142857,1297084.857142857,5176.571428571428,2.8111776968987363,0.931035550600768
723,135188,8194176.285714285,4026.5714285714284,5452084.571428572,3944.285714285714,1544428.0,2617.1428571428573,1749910.0,4615.571428571428,3.530164288285742,1.5070960698689955
727,135337,433668.0,3499.285714285714,379738.28571428574,3316.0,545881.5714285715,5341.571428571428,111350.14285714286,3620.5714285714284,0.695642252074037,0.6207910994624375
728,135364,751237.5714285715,3433.714285714286,638895.1428571428,3459.714285714286,1461065.4285714286,7833.0,7568.0,4519.2,0.43728030953537034,0.441684448578359
729,135391,25505712.42857143,5130.571428571428,18050198.0,4694.571428571428,7424339.428571428,4439.571428571428,4524864.714285715,5351.0,2.431219393140431,1.0574379766386717
732,135559,193915.0,3431.4285714285716,172277.7142857143,2995.285714285714,310062.85714285716,6167.0,50028.5,3335.6666666666665,0.5556219015499161,0.4856957538974727
733,135610,492043.5714285714,4340.714285714285,249510.57142857142,2716.714285714286,851618.1428571428,7421.0,3458.0,10374.0,0.29298409565521233,0.3660846632144301
735,135717,167131068.42857143,4842.857142857143,127461984.85714285,4241.714285714285,22616373.57142857,6496.428571428572,38919701.71428572,5826.0,5.635827709273714,0.6529301814183617
736,135726,222687942.42857143,29943.714285714286,7639320.571428572,4696.571428571428,19885118.85714286,6846.428571428572,45007447.571428575,28283.571428571428,0.38417273873545293,0.6859885237350026
738,135771,1566492.0,3766.5,1279994.25,3368.25,2085566.0,5643.75,731515.25,3376.75,0.6137395076444476,0.5968106312292358
739,135939,300995.5,3935.0,251208.0,3395.5,318782.0,5013.0,218996.0,5214.0,0.7880244179407871,0.6773389188110912
740,136048,226740.0,3909.0,226397.0,3972.0,180914.0,6461.0,29122.0,2080.0,1.2514067457465978,0.6147655161739669
741,136066,1432647.0,2950.5,1130966.5,2512.5,1404008.5,3527.5,176869.5,2001.5,0.805526818391769,0.7122608079376329
742,136109,811672.0,4771.571428571428,671777.2857142857,4430.428571428572,1332322.4285714286,7542.142857142857,160349.7142857143,4624.571428571428,0.5042152494832599,0.5874230514253244
744,136172,55440163.28571428,6617.142857142857,18565002.714285713,4348.142857142857,30396815.57142857,6306.428571428572,13647897.857142856,8328.142857142857,0.6107548559045721,0.6894778570619549
745,136215,77800100.42857143,17126.14285714286,9399287.714285715,4604.428571428572,21701715.42857143,8515.142857142857,22786395.285714287,21167.85714285714,0.43311266085035227,0.5407341542797706
746,136233,9677422.57142857,3472.5714285714284,7538152.714285715,5368.714285714285,3604309.285714286,4747.428571428572,1701831.857142857,5146.857142857143,2.091427820626619,1.1308678382282136
747,136288,2327181.0,6583.0,1695999.5,5293.5,1892686.5,7126.0,110114.0,6122.5,0.8960805183531452,0.742843109738984
749,136330,42305564.28571428,18115.14285714286,3894381.0,4479.428571428572,9108886.0,6619.428571428572,10651534.285714285,20482.0,0.4275364737246684,0.6767092541436465
750,136358,78753019.28571428,5247.285714285715,49356782.571428575,4316.142857142857,11123885.857142856,4528.571428571428,8907814.42857143,6079.571428571428,4.43700908165429,0.9530914826498422
751,136400,21432646.714285713,4170.857142857143,15675832.857142856,3684.4285714285716,7407175.714285715,5161.428571428572,4367131.571428572,5336.571428571428,2.116303630668562,0.7138389150290617
752,136473,21261697.57142857,4404.571428571428,12873283.857142856,3842.5714285714284,2474139.0,3942.5714285714284,3579358.0,5443.857142857143,5.20313687191498,0.9746358431770418
754,136516,19814966.42857143,4266.714285714285,13878986.142857144,3468.8571428571427,7473228.0,5575.714285714285,2461119.1428571427,4786.0,1.8571608069307057,0.6221368178324366
757,136774,20045635.285714287,15210.57142857143,1855014.2857142857,4712.714285714285,5819326.857142857,7036.285714285715,5278763.0,14880.857142857143,0.3187678457066512,0.6697730133593209
758,136783,220831.33333333334,3918.3333333333335,215663.0,4274.333333333333,441635.0,7192.0,69136.0,4592.666666666667,0.48832859714470095,0.5943177604746014
760,136950,57335122.571428575,28830.285714285714,2649707.1428571427,4263.571428571428,6846166.142857143,6846.714285714285,15377706.42857143,31656.0,0.38703517962702083,0.6227178834477435
762,137032,65005706.428571425,10192.142857142857,21832831.714285713,4729.428571428572,44245418.0,8469.285714285714,10863204.0,16927.714285714286,0.4934484224849161,0.5584211857974193
763,137078,78641881.28571428,5401.714285714285,57270275.0,5212.857142857143,51115514.71428572,6197.142857142857,9392855.57142857,6964.428571428572,1.1204088488615798,0.8411710465652376
765,137096,12684179.42857143,2301.714285714286,8828599.142857144,2038.857142857143,7261634.571428572,2801.5714285714284,3475061.4285714286,3468.0,1.2157867565511913,0.727754831472133
767,137148,425843.3333333333,3966.3333333333335,292246.0,3242.3333333333335,786342.0,7946.0,9913.0,9913.0,0.3716525379542235,0.40804597701149425
768,137209,33914394.85714286,4296.0,26931139.85714286,4234.571428571428,20903599.42857143,5607.857142857143,5727482.428571428,5006.428571428572,1.2883494036119385,0.7551139982167876
771,137281,10279082.142857144,3877.0,6990829.714285715,3464.8571428571427,5194681.714285715,6270.857142857143,1823035.0,5321.857142857143,1.3457667088746699,0.5525332604337525
772,137315,6407078.857142857,4474.0,4780738.285714285,4055.714285714286,771139.1428571428,5112.428571428572,1031627.5714285715,4907.0,6.199579323649947,0.7933048313633442
773,137351,174502668.2857143,7510.142857142857,58745499.28571428,4848.857142857143,95683528.71428572,7794.857142857143,37432057.571428575,9359.0,0.6139562375581941,0.6220585001099627
774,137476,19435528.57142857,19649.0,2571391.0,4732.142857142857,4978490.857142857,8717.57142857143,5692519.714285715,20630.14285714286,0.5165000948652368,0.542828113989807
775,137537,393413.0,3576.0,368613.0,3511.0,770496.0,8026.0,7143.0,3572.0,0.4784100112135559,0.4374532768502367
776,137546,98846338.71428572,32524.714285714286,4982818.714285715,4871.857142857143,11948383.142857144,7115.571428571428,30692338.57142857,35040.857142857145,0.41702870210221626,0.6846754602581864
777,137564,47492944.571428575,11733.857142857143,9335229.285714285,4447.714285714285,20680096.0,7169.142857142857,13288661.714285715,12644.714285714286,0.45141131287370645,0.6203969392635102
778,137591,1182256.142857143,3330.0,1129304.4285714286,3308.4285714285716,1957838.857142857,5230.142857142857,848894.0,3783.714285714286,0.576811735271953,0.6325694463412637
780,137759,40547554.571428575,5959.428571428572,19402606.42857143,4083.0,17684938.14285714,4348.571428571428,6704607.857142857,4987.571428571428,1.0971260556208418,0.9389290407358739
781,137777,290596.5714285714,11339.714285714286,68772.28571428571,5479.571428571428,500.0,3500.0,114633.14285714286,12001.42857142857,137.54457142857143,1.565591836734694
782,137801,3118117.5714285714,5864.857142857143,2415379.8571428573,4957.0,3025857.8571428573,7274.571428571428,265751.0,5837.285714285715,0.7982463060652694,0.6814147126978516
783,137810,2773698.0,7880.0,1717487.0,5189.0,2510118.0,9692.0,163694.0,6063.0,0.6842256021430069,0.5353900123813454
784,137847,83008371.0,11819.57142857143,7371703.0,4342.142857142857,30333662.57142857,6984.285714285715,23805403.85714286,12568.42857142857,0.2430205380784925,0.6217017795050112
787,137953,2537200.0,7955.285714285715,1008619.4285714285,4830.0,2083116.5714285714,7793.571428571428,428512.71428571426,5713.428571428572,0.48418770336973116,0.6197415452295848
788,137962,1450694.0,7938.0,581187.1428571428,4717.714285714285,1093282.857142857,7350.428571428572,243636.2857142857,8124.857142857143,0.5315981486950182,0.6418284648125473
789,138132,164618.25,4027.25,164618.25,4027.25,217295.25,5529.0,59837.75,3456.25,0.757578686142472,0.7283866883704105
790,138187,96068000.57142857,4699.285714285715,75515454.0,4235.142857142857,38495357.14285714,5314.428571428572,19702255.285714287,5660.571428571428,1.961676929499847,0.7969140614499609
791,138275,14791494.57142857,15869.285714285714,2900407.4285714286,4823.0,6953128.714285715,8661.142857142857,3213886.1428571427,15668.57142857143,0.4171370253239133,0.556854918519496
793,138293,10007268.42857143,15561.57142857143,1529017.7142857143,4605.714285714285,2890331.4285714286,6688.857142857143,3150484.5714285714,15398.857142857143,0.5290112058330434,0.6885652043910981
794,138309,29551732.85714286,4767.285714285715,20473002.14285714,4219.571428571428,55720848.85714286,8656.42857142857,1030473.1428571428,5183.857142857143,0.36742085884846865,0.4874494595263636
795,138354,39157283.71428572,6080.285714285715,15435248.285714285,4225.142857142857,25911424.714285713,4463.857142857143,8020181.142857143,7890.0,0.5956927670289156,0.9465228661951546
800,138558,13576497.57142857,4657.571428571428,7209746.0,4443.428571428572,8350570.857142857,5534.285714285715,4312770.428571428,5509.285714285715,0.8633836085389269,0.8028910686628807
801,138600,26833361.85714286,28905.714285714286,1804167.0,4718.714285714285,3738898.0,6709.142857142857,8462617.857142856,30743.428571428572,0.4825397750888096,0.7033259517928626
802,138655,1969775.4285714286,5016.428571428572,1725568.2857142857,4640.142857142857,1518629.2857142857,5581.428571428572,545799.0,5405.857142857143,1.1362669625475228,0.831353980035833
803,138664,214269.2857142857,4789.428571428572,177380.14285714287,4125.714285714285,167986.57142857142,5502.428571428572,78479.57142857143,5165.428571428572,1.0559185853290995,0.7497987901446114
804,138682,15949961.714285715,5440.857142857143,11801612.42857143,5368.428571428572,7511140.571428572,3915.4285714285716,2014468.4285714286,7458.857142857143,1.5712144269358064,1.3710960303561004
805,138691,12860855.5,3736.5,11632836.0,3695.5,19552603.0,6095.0,2761171.5,4901.5,0.5949507592416212,0.6063166529942576
806,138716,22852697.85714286,5849.142857142857,15439175.42857143,4633.714285714285,23788788.85714286,6788.571428571428,6086420.714285715,6709.714285714285,0.6490105705375429,0.6825757575757575
807,138761,2731968.4285714286,10336.0,704641.4285714285,3995.8571428571427,1467455.4285714286,6628.857142857143,1300786.7142857143,11120.714285714286,0.48017910108343026,0.6027972932201198
808,138789,21520213.333333332,5287.333333333333,12248148.0,4297.333333333333,23646007.0,6679.333333333333,4538904.666666667,6371.333333333333,0.5179795472444882,0.6433775825930731
809,138813,11299715.142857144,7418.714285714285,4989756.428571428,4463.714285714285,10396860.0,8490.42857142857,1596354.4285714286,7308.714285714285,0.4799291736708418,0.5257348611041004
810,138822,1900345.4285714286,4241.428571428572,1867779.5714285714,4180.428571428572,2750470.285714286,6193.0,595255.4285714285,4511.714285714285,0.6790764405380648,0.6750247975825241
811,138840,19897082.85714286,6265.857142857143,15474494.0,6026.714285714285,12954297.857142856,6359.428571428572,2063473.857142857,7739.142857142857,1.1945451749411131,0.9476817324108185
812,138868,15427776.142857144,9113.142857142857,3286750.714285714,4666.571428571428,7571196.142857143,9149.857142857143,2805586.285714286,12736.57142857143,0.4341124773773715,0.5100157691767241
813,138901,8380200.857142857,4727.0,7135744.857142857,4601.571428571428,3305350.5714285714,4433.857142857143,1068797.142857143,5742.571428571428,2.158846604297949,1.0378258207945354
814,138938,1305869.142857143,4173.714285714285,1237280.0,4088.4285714285716,2592394.8571428573,7255.142857142857,133516.42857142858,4720.428571428572,0.4772729727459948,0.5635214429173394
815,138947,27230521.0,10532.285714285714,10545396.57142857,4967.714285714285,19888997.14285714,7657.285714285715,7078420.714285715,9773.857142857143,0.5302125841581612,0.6487565530493833
817,139010,7413365.666666667,4370.333333333333,5993866.666666667,4023.3333333333335,4444083.333333333,4561.666666666667,931083.6666666666,5202.333333333333,1.3487295842787228,0.8819875776397516
820,139144,47875834.428571425,24056.14285714286,2070508.4285714286,4453.285714285715,6553842.428571428,6342.142857142857,13928546.57142857,24720.85714285714,0.31592282712581893,0.7021736682058791
821,139153,729981.1428571428,2861.8571428571427,569088.4285714285,3593.285714285714,1424482.0,7367.571428571428,33696.28571428572,2062.0,0.3995055245144751,0.48771644077327286
822,139199,16140340.42857143,11863.42857142857,3411878.5714285714,4094.5714285714284,10015211.57142857,8483.57142857143,4021141.285714286,20520.714285714286,0.3406696450788908,0.48264713311442276
823,139205,5997389.714285715,8144.0,1370971.142857143,4613.285714285715,2475102.5714285714,6172.142857142857,2014472.142857143,12312.142857142857,0.5539047790111787,0.7474366392778614
824,139214,402908.6666666667,2464.6666666666665,396065.6666666667,2425.5,1016063.1666666666,5481.333333333333,10859.333333333334,3454.3333333333335,0.38980417720092536,0.4425018243736317
825,139250,11255959.142857144,4820.857142857143,6695176.571428572,4489.571428571428,6867010.142857143,5370.428571428572,2783172.1428571427,5458.714285714285,0.974976945154609,0.8359801026786902
826,139278,29280488.714285713,5192.571428571428,17920947.57142857,6033.571428571428,5522559.142857143,5139.285714285715,2339135.8571428573,5892.714285714285,3.245044029018224,1.1740097289784572
827,139287,273164.6666666667,5801.0,115497.33333333333,2885.3333333333335,210542.33333333334,6672.0,113956.33333333333,9515.666666666666,0.5485705962538017,0.4324540367705836
828,139311,24310044.714285713,5220.428571428572,15862983.714285715,4600.0,25899142.42857143,7360.285714285715,3332413.4285714286,7202.0,0.6124906937762534,0.6249757385194674
830,139366,31018761.14285714,6015.428571428572,13291773.0,4343.714285714285,25356256.14285714,6871.0,6587078.428571428,7397.714285714285,0.524200927972732,0.6321808012973782
831,139384,24628599.714285713,4533.142857142857,14280420.285714285,5058.428571428572,2339717.714285714,3675.8571428571427,2420368.4285714286,6687.857142857143,6.103480004669672,1.3761221872449576
832,139393,19275052.285714287,20442.285714285714,991358.2857142857,4166.428571428572,3227150.4285714286,6469.428571428572,5132020.857142857,21405.428571428572,0.307193081840047,0.6440180188137614
833,139463,16919760.57142857,4785.0,10550675.0,4183.857142857143,5659394.142857143,5018.428571428572,3680635.4285714286,5381.285714285715,1.864276410809143,0.8336986535341171
834,139506,1070863.7142857143,4602.571428571428,838763.7142857143,3882.285714285714,1286879.857142857,5572.857142857143,512513.28571428574,4981.571428571428,0.6517809021799017,0.696641886695719
835,139579,2440290.714285714,5468.428571428572,1216097.5714285714,3943.0,2359100.5714285714,8522.42857142857,111220.42857142857,7129.142857142857,0.5154920422456404,0.46266154851903385
836,139621,11589872.57142857,5273.142857142857,8896421.42857143,5269.0,6506825.0,5009.0,4552777.428571428,5365.0,1.3672446129366365,1.0519065681772808
837,139630,11772776.857142856,14145.285714285714,1661815.857142857,4618.142857142857,3357132.285714286,6577.857142857143,2885766.0,12817.42857142857,0.4950105374799903,0.702074057986752
838,139658,150270389.85714287,37466.42857142857,6418990.0,4836.0,13612224.857142856,6495.0,29832573.714285713,41005.42857142857,0.47156067926924594,0.7445727482678984
839,139700,15832350.714285715,4460.714285714285,11303461.714285715,4474.285714285715,7072964.285714285,4756.571428571428,3268076.714285714,4817.428571428572,1.598122266376494,0.9406535319557906
840,139719,13852169.0,6937.285714285715,8952912.142857144,5057.142857142857,14212487.0,7312.428571428572,3277341.1428571427,7801.571428571428,0.6299328289874351,0.6915818469533279
842,139755,109023604.57142857,10208.714285714286,9914094.857142856,4321.857142857143,26544261.285714287,6517.714285714285,26002895.85714286,12556.857142857143,0.37349296521875597,0.6630939856216027
843,139764,10618852.285714285,6045.428571428572,4762791.857142857,4541.428571428572,8131408.142857143,6278.571428571428,2800147.8571428573,7341.428571428572,0.5857278067300837,0.7233219567690558
844,139861,34963358.0,7262.428571428572,4886202.714285715,4349.285714285715,15688147.0,6176.0,10202123.714285715,7531.714285714285,0.31145824387582005,0.7042237231680237
845,139931,94916823.28571428,6113.0,35667632.571428575,4591.428571428572,69286796.28571428,6185.142857142857,23788290.0,6871.142857142857,0.5147825340970862,0.7423318551367333
846,139940,158396105.14285713,7839.857142857143,59803098.14285714,4491.714285714285,89819368.57142857,6502.714285714285,39019386.71428572,9927.857142857143,0.6658151698683888,0.6907445242645928
847,139959,236223716.7142857,9636.857142857143,26980665.0,4468.714285714285,61402966.28571428,6391.285714285715,53922787.85714286,10588.0,0.4394032834579392,0.6991886273720913
848,139968,12868580.285714285,4539.142857142857,9000679.285714285,4615.428571428572,10290661.857142856,5489.714285714285,3889808.1428571427,5422.857142857143,0.8746453251174335,0.8407411262621006
849,139986,22984674.285714287,5255.857142857143,17636644.42857143,6153.285714285715,2164363.5714285714,5794.5,2117327.714285714,6845.571428571428,8.14865148415453,1.0619183215610863
850,139995,1056785.5714285714,6457.142857142857,730634.2857142857,4350.857142857143,1518595.7142857143,8644.42857142857,465851.0,4597.428571428572,0.4811249490835988,0.503313447141842
