,unitid,log_yield_per_dollar,Total expenses,Discounts and allowances from local government grants applied to auxiliary enterprises_per_dollar,Discounts and allowances from local government grants applied to tuition and fees_per_dollar,Independent operations revenue - Temporarily restricted_per_dollar,Discounts and allowances from endowments and gifts applied to auxiliary enterprises_per_dollar,Federal appropriations - Temporarily restricted_per_dollar,Federal grants and contracts - Pemanently restricted_per_dollar,Local appropriations - Total_per_dollar,Local appropriations - Unrestricted_per_dollar,Discounts and allowances from state government grants applied to auxiliary enterprises_per_dollar,Academic support-Salaries and wages_per_dollar,Hospital services-Operation and maintenance of plant_per_dollar,Local grants and contracts - Permanently restricted_per_dollar,Independent operations revenue - Permanently restricted_per_dollar,Other expenses-Interest_per_dollar,Local grants and contracts - Total_per_dollar,Independent operations-Total Amount_per_dollar,"Intangible Assets, net of accumulated amortization_per_dollar",Discounts and allowances from other federal grants applied to auxiliary enterprises_per_dollar,Temporarily restricted net assets_per_dollar,"Property, Plant, and Equipment, net of accumulated depreciation_per_dollar",State appropriations - Temporarily restricted_per_dollar,Federal grants and contracts - Temporarily restricted_per_dollar,Independent operations-Depreciation_per_dollar,New gifts and additions_per_dollar,Allowances applied to auxiliary enterprise revenues_per_dollar,Independent operations-All other_per_dollar,Hospital services-Total amount_per_dollar,Tuition and fees - Permanently restricted_per_dollar,Discounts and allowances from state government grants applied to tuition and fees_per_dollar
291,153278,0.09405309913032778,58264243.333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046061967222549814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6340926049956426,2.013273569787485,0.0,0.0,0.0,0.04633830022564439,0.0,0.0,0.0,0.0,0.0
292,153302,3.7196430314505045,5992084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031009884596633383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19265920949483797,0.8355032795490406,0.0,0.03262476516239314,0.0,0.0009729503124455531,0.0,0.0,0.0,0.0,0.0
293,153320,3.5316432781845077,6816534.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028920046569116935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906430657532537,1.0305534033813075,0.0,0.0,0.0,0.003353610172597963,0.2488770931701171,0.0,0.0,0.0,0.059374743882571024
294,153366,0.33142248376909667,38247172.833333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035380645585581995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19059004348107872,1.2596920398957416,0.0,0.02988407374092752,0.0,0.015600996251413562,0.0,0.0,0.0,0.0,0.02096222911674295
295,153375,0.752498527166208,35991676.166666664,0.0,0.0,0.00161297943070235,0.0,0.0,0.0,0.0,0.0,0.0,0.04453666340083439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6188422168372014,2.3200908532290874,0.0,0.00874927761653705,0.0,0.01769436902718669,0.0,0.0,0.0,0.0,0.0
296,153384,-2.136712639960128,127084333.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039055430383498624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.941355215565517,2.171526519135587,0.0,0.00638158912847899,0.0,0.053791052135983196,0.0,0.0,0.0,0.0,0.0
297,153621,0.5362587064011821,15329972.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02370716364081323,0.0,0.0,0.0,0.0,0.0,0.0,0.025025637412809013,0.0,0.22510148012333356,1.398256476541842,0.0,0.0,0.0,0.0065141017050095815,0.0,0.0,0.0,0.0,0.0
298,153825,0.8610447809725085,41865768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02995658250753535,0.0,0.0,0.0,0.0,0.0018225630066072119,0.0,0.0,0.0,1.1104502290909046,1.1446660869408471,0.0,0.0,0.0,0.06095392780087063,0.0,0.0,0.0,0.0,0.0
299,153834,-0.3337590388769434,76820372.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0261564317894102,0.0,0.0,0.0,0.0,0.0,0.004775688462935619,0.0,0.0,0.5832667174322801,1.0255401868386758,0.0,0.0,0.004192377484240915,0.045083887089977334,0.0,0.0008030942573208689,0.0,0.0,0.015945770114561733
300,153861,1.9353968623800824,32865166.666666668,0.0,0.0,0.0013996581994107236,0.0,0.0,0.0,0.0,0.0,0.0,0.017505869943354412,0.0,0.0,0.0,0.0,0.0,0.08157573114391631,0.0,0.0,0.07781795315202011,1.0031137323711528,0.0,0.0,0.0047770942892931215,0.0668184653457815,0.0,0.03185743771267451,0.0,0.0,0.0
301,153977,2.067608814606276,14066687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07213731278729668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04741363999450143,0.3424443746657143,0.0,0.0,0.0,0.03765307353465674,0.0,0.0,0.0,0.0,0.0
302,154004,0.09592857212649927,37454294.0,0.0,0.020200460860375583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05865459200307803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20271069586840965,1.4853525650935153,0.0,0.0034130888525981382,0.0,0.0392948269162409,0.0,0.0,0.0,0.0,0.061128051165508554
303,154013,1.1292277603486933,31358360.166666668,0.0,0.0,0.0,0.004131083363781974,0.0,0.0,0.0,0.0,0.0,0.0433666968799458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622001572456796,0.3299889230496061,1.4725645384911468,0.0,0.0,0.0,0.013341928524844579,0.02521341451310265,0.0,0.0,0.0,0.10479266079394957
304,154101,0.6083180525918642,29739792.333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05436889006745699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8350679079500859,2.367788059089451,0.0,0.0,0.0,0.03356970313746979,0.0,0.0,0.0,0.0,0.04857710450051674
305,154174,1.925922633949977,71728846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03004683778127422,0.0,0.0,0.0,0.0,0.00013501309268705277,0.0,0.0,0.0,0.33734595655793304,1.2072305610493161,0.0,0.0,0.0,0.005287259187189489,0.0,0.0,0.0,0.0,0.0
306,154235,-0.6295438451000052,74010657.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04261206804937084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635770311493698,1.6313553054422272,0.0,0.0,0.0,0.013298706368288258,0.0,0.0,0.0,0.0,0.0
307,154262,0.6613966478210682,37841474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177526426868749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24424962498377664,1.3666316948964514,0.0,0.0,0.0,0.00026426031924654944,0.0,0.0,0.0,0.0,0.0
308,154350,0.5831114405880833,39575742.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02378479686226651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40880335385241207,1.4422330865839808,0.0,0.0,0.0,0.019341418465526714,0.0,0.0,0.0,0.0,0.081994671011775
309,154493,0.5786213322675265,56046422.333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03133278795606977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1064814919170547,1.5172672573861048,0.0,0.0,0.0,0.0066283445853252115,0.0,0.0,0.0,0.0,0.043987874646795024
310,154527,-0.3647946786488266,50831543.166666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02329635811863132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49182061523025633,1.9328920793240134,0.0,0.0,0.0,0.045001978249994704,0.0013310140866305065,0.0,0.0,0.0,0.052667966251231164
311,154590,1.5968821409988225,23036371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027295596444084087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233631151503178,2.3105551656286956,0.0,0.0,0.0,0.007458205820304643,0.0,0.0,0.0,0.0,0.07619055804860587
312,154688,1.1576013873668545,38084943.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027757793453827787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08981058315162184,1.1561718646277637,0.0,0.0,0.0,0.03845666709707881,0.0,0.0,0.0,0.0,0.0
313,154712,0.4621797710599904,49169553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131716267585349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531574265074161,1.8146628192179552,0.0,8.056137233272523e-05,0.0,0.034700945928875945,0.0,0.0,0.0,0.0,0.011897342243481449
314,154721,1.6924162808810683,16234260.666666666,0.0,0.0,0.0007054114485698169,0.0,0.0,0.0,0.0,0.0,0.0,0.01229382543280587,0.0,0.0,0.0026652789567544626,0.0,0.0,0.0,0.0,0.0,0.2341497760846598,1.4834911586775474,0.0,0.0,0.0,0.0066722471829227335,0.0,0.0,0.0,0.0,0.0
315,154749,1.736788659210875,14085546.833333334,0.0,0.003353366437163882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04013866175660604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2044800627252893,1.3774306549523263,0.0,0.0,0.0,0.047089474611688546,0.0,0.0,0.0,0.0,0.027838677804971266
316,154837,4.0847558809146625,4058453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2135104188714271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5649184553818906,1.71364409049458,0.0,0.0,0.0,0.22964242779206756,0.0,0.0,0.0,0.0,0.0
317,154855,0.6613966478210682,13190357.666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092869480693637,0.0,0.0,0.0,0.0,0.0,0.10671504914713838,0.020991419666583213,0.0,0.0255713182202565,0.5394134750907563,0.0,0.0,0.0008286356045993496,0.05065670066616591,0.0,0.0,0.0,0.0,0.005344813369099191
318,155070,3.149127884833056,8399352.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030168972350348832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27889673638533446,1.113799982399437,0.0,0.0,0.0,0.021122937750261108,0.0,0.0,0.0,0.0,0.019168144211116272
319,155089,1.022697854464786,28927051.833333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04652167255366864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381255461619199,1.5514243296748913,0.0,0.0,0.0,0.006502425517945541,0.0,0.0,0.0,0.0,0.0
320,155335,1.2682096111916068,26270974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01959098153980384,0.0,0.0,0.0,0.0,0.0,0.0,0.013371817377866031,0.0,0.5345999416187107,1.5242618970528714,0.0,0.0006978551055371351,0.0,0.1209642246229622,0.0,0.0,0.0,0.0,0.0
321,155414,1.3473501476826035,16813332.166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023062610640744195,0.0,0.0,0.0,0.0,0.0,0.0024093578198404516,0.003838491543114996,0.0,0.18025314494222852,1.813602465257903,0.0,0.0,0.0,0.034955355320058355,0.0,0.0014438541842484067,0.0,0.0,0.0
322,155496,3.7118800539964556,5369985.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04014272416829457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24665105375368665,1.592526962597755,0.0,0.0,0.0,0.022247547487018196,0.0,0.0,0.0,0.0,0.027732292618685383
323,155511,1.3023149191686545,17573033.833333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02067442291291706,0.0,0.0,0.0,0.0,0.0,0.0,0.004851619104320282,0.0,0.7150893305721457,1.3738833447303727,0.0,0.003078352919197608,0.0,0.030326351445879633,0.0,0.0,0.0,0.0,0.0
324,155520,1.7301672471693654,33695462.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04777210977096199,0.0,0.0,0.0,0.0,0.0004888739346828473,0.0,0.0,0.0,0.22258245700985207,0.9364060418125042,0.0,0.015466474158056147,0.0,0.0055027290395554,0.0,0.0,0.0,0.0,0.014923522714668184
325,155627,1.186670237118534,46559471.333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442772531767149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005177976176046787,0.9803578060386624,0.0,0.0,0.0,0.020120202682140993,0.0,0.0,0.0,0.0,0.008428918730420292
326,155812,1.456591340166747,24235892.666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016042267227953558,0.0,0.0,0.0,0.008398163946316645,0.0,0.0,0.0,0.0,0.22697731455541736,0.8788376311508669,0.0,0.0016606774321688555,0.0,0.00894516257278908,0.0,0.0,0.0,0.0,0.03156842665227185
327,155900,2.008677743047998,25947400.333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03911928184045053,0.0,0.0,0.0,0.0,0.0,0.0,0.0017360249101897828,0.0,0.1736493935982103,0.5732382361593296,0.0,0.0,0.0,0.046381062632080514,0.0,0.0,0.0,0.0,0.016040913334400705
328,155937,1.6980417416246119,14514051.166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02009499828711963,0.0,0.0,0.0,0.0,0.0,0.0,0.0017525430844847856,0.0,0.577468624743147,0.789379078368276,0.0,0.0,0.0,0.0182600982287199,0.0,0.0,0.0,0.0,0.025483787796577402
329,155973,2.016494814679524,15345886.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021627717629737454,0.0,0.0,0.0,0.0,0.0,0.0,0.0014526911386535625,0.0,0.4052564509714053,1.6791295178678665,0.0,0.015556926824223114,0.0,0.02789366388184873,0.00019896754308285373,0.0,0.0,0.0,0.02066254041433188
330,156189,0.5445767512203769,14385075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016583009357499585,0.0,0.0,0.0,0.0,0.0,0.0731519763829293,0.0,0.0,0.43362124748509595,2.0954816595209502,0.0,0.0,0.004983429005410121,0.06104584091497611,0.0,0.012906293502119384,0.0,0.0,0.0
331,156213,0.8806821039345502,37054236.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019687361886013756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6543514052509155,1.5243786203125131,0.0,0.0,0.0,0.014439023661801697,0.0,0.0,0.0,0.0,0.0
332,156286,-0.3730763895044781,77849997.66666667,0.0,0.0,0.0,0.00047565833153332613,0.0,0.0,0.0,0.0,0.0,0.030803811670420383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18549838064007135,1.5854236677283906,0.0,0.010405787081312392,0.0,0.006780192881444444,0.025528737652327823,0.0,0.0,0.0,0.0
333,156295,-0.822787304344244,115655068.5,0.0,0.0,0.0,0.03758453525968903,0.0,0.0,0.0,0.0,0.0,0.04243129503082118,0.0,0.0,0.0,0.0,0.0,0.04825014507110281,0.0,0.016448263138593013,4.055280778002969,1.8611152365247758,0.0,0.0,0.006086633375691615,0.22645311908660537,0.041925959057009826,0.0335727785246178,0.0,0.0,0.0
334,156356,1.0080603964036505,14364119.166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012003230503227864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48963394495183976,1.1303235846402695,0.0,0.0,0.0,0.02512747184927165,0.0,0.0,0.0,0.0,0.0
335,156365,0.6536445800823149,64991047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03310757813559561,0.0,0.0,0.0,0.0,4.228018258166134e-05,0.0,0.0,0.0,0.14357786593795502,1.1615999328851145,0.0,0.00501201598839709,0.0,0.00841060461758679,0.0,0.0,0.0,0.0,0.0
336,156408,-0.795128725600363,63212024.0,0.0,0.0,0.0,0.010201856532864697,0.0,0.0,0.0,0.0,0.0,0.021207157254343467,0.0,0.0,0.0,0.0,0.0,0.0,0.012197275948639138,0.0,0.8109159870174911,1.7637065800434846,0.0,0.001016307171770569,0.0,0.04220760278139488,0.009427193788321032,0.0,0.0,0.0,0.04702760348252731
337,156541,0.04927948895298169,71662279.5,0.0,0.0,0.002055046732546839,0.005425964715509783,0.0,0.0,0.0,0.0,0.0,0.024259626944558285,0.0,0.0,1.4884632112025778e-07,0.0,0.0,0.0,0.0,0.0,0.19990798646029673,1.5845059603497542,0.0,0.0,0.0,0.023853734655482177,0.062472701090490246,0.0,0.0,0.0,0.0
338,156745,0.7349996283522068,32215071.833333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284312832847892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878775142262474,1.2554815866699578,0.0,0.04096629077308023,0.0,0.0,0.0,0.0,0.0,0.0,0.08903292269031156
339,157030,4.070962041522824,1870204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007818841914525034,0.0,0.0,0.0,0.0,0.0,0.0,0.006069211504232112,0.0,0.2506435347934767,1.779397297639554,0.0,0.0,0.0,0.4147273733968665,0.03191718695290631,0.0,0.0,0.0,0.0
340,157076,1.433525734312555,16952915.333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636173019287578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14414372308747056,1.159277560638243,0.0,2.398800788363913e-05,0.0,0.013491248879789527,0.0,0.0,0.0,0.0,0.0
341,157100,2.3965513995949754,12892070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012651860148654688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2599336387924256,1.4852532086261812,0.0,0.017205460410934785,0.0,0.005718631685989915,0.0,0.0,0.0,0.0,0.0
342,157377,1.629152033878699,18151563.666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02471358252680196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151125088562158,0.9857202385006647,0.0,0.0,0.0,0.00018180251908875948,0.0,0.0,0.0,0.0,0.0
343,157535,-0.21871414531169708,49462017.333333336,0.0,0.0,1.0014418336300233e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.04974986463013383,0.0,0.0,0.0,0.0,0.00022478864792494107,0.0,0.0,0.0,0.30944220417698015,2.1444166463839873,0.0,0.0012978746816446063,0.0,0.004396828348799252,0.0,0.0,0.0,0.0,0.0
344,157632,2.2100886893818656,15453311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017760400991088575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466870756694148,2.389760032655785,0.0,0.0,0.0,0.060310246781417914,0.0,0.0,0.0,0.0,0.0
345,157748,1.1385587040519058,45494814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03038850025118614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8313038382792377,1.5291153697943094,0.0,0.0,0.0,0.013155675282022255,0.0,0.0,0.0,0.0,0.0
346,157757,1.1978720079394245,32483221.666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018638894243505098,0.0,0.0,0.0,0.0,0.0004884059888764112,0.0,0.0,0.0,0.312681911220526,1.1591983358793485,0.0,0.011456345180868502,0.0,0.0019671078397242307,0.0,0.0,0.0,0.0,0.0
347,157809,1.2051283393621028,29641469.166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01740665519756204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1467999097997926,0.7822454594369943,0.0,0.0,0.0,0.012095250676817835,0.0,0.0,0.0,0.0,0.0
348,157818,-0.4325843152057433,38564763.5,0.0,0.0,0.0003846689392161491,0.0,0.0,0.0,0.0,0.0,0.0,0.06316254646982773,0.0,0.0,0.0,0.0,0.0015724155376535198,0.0,0.0,0.0,3.137883653817817,2.4327926493485865,0.0,0.0,0.0,0.016362371831996327,0.0,0.0,0.0,0.0,0.0
349,157863,1.3332182304360258,19825486.166666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04962181801729166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0479877008816858,1.8131234562326872,0.0,0.042977727061539815,0.0,0.0031811073619993696,0.0,0.0,0.0,0.0,0.12562239226130115
350,158477,0.5543076203897774,25564162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031111763065450184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8933945844434894,1.066259638533696,0.0,0.0,0.0,0.0,0.000149610481730691,0.0,0.0,0.0,0.0
351,158802,-0.9777789000107836,44966380.166666664,0.0,0.0,0.0,0.0,0.0,0.037064728370155925,0.0,0.0,0.0,0.04494675042054846,0.0,0.0,0.0,0.0,0.0,0.0,0.45680075330057424,0.0,0.8149196732650792,3.9175629588240413,0.0,0.0,0.0,0.0046693996541808955,0.0,0.0,0.0,0.0,0.03451291819016445
352,159568,1.5241504117350075,22945601.666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006216347490270648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3036127984150339,1.6735581278067742,0.0,0.006261316166547822,0.0,0.0017313993582357577,0.0,0.0,0.0,0.0,0.0
353,159656,-1.1187819449304313,112336431.33333333,0.0,0.0,0.0,0.0,0.0,0.0006899216257222864,0.0,0.0,0.0,0.03649746674345426,0.0,9.949280508566628e-06,0.0,0.0,5.2096486098689015e-05,0.0,0.0,0.0,0.5795868689010102,2.1970188469045606,0.0,0.012001680879459664,0.0,0.02997511991464544,0.0,0.0,0.0,0.0,0.0025596949857412538
354,160065,0.7738347662772571,16063738.333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05678332658763635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3239322042409597,1.2614029237486541,0.0,0.0,0.0,0.0057349664248971515,0.0,0.0,0.0,0.0,0.0
355,160074,2.6512245782516937,22567100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06886572340560669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2541122400899244,0.10647717252105941,0.0,0.00576564260952153,0.0,0.017684150821328393,0.0,0.0,0.0,0.0,0.0
356,160524,0.6613966478210682,4915351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05107142908003925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021678411165347092,0.0,0.0,0.0,0.18960863629067384,0.0,0.0,0.0,0.0,0.0
357,160755,-2.207401585942755,949372166.6666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041021847245363736,0.0,0.0,0.0,0.0,2.1066553984010136e-06,0.0,0.0,0.0,0.7858879719281145,0.9825519777719767,0.0,0.0,0.0,0.026012980859455716,0.005111448214986993,0.0,0.09399527722970602,0.0,0.0
358,160904,-1.06643456564099,110954422.16666667,0.0,0.0,0.0,0.0,0.0,6.0084731518429655e-05,0.0,0.0,0.0,0.05443838754132997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217327876880641,2.085703171154814,0.0,0.0,0.0,0.013082515970562945,0.009228846523982544,0.0,0.0,0.0,0.0
359,160959,1.062417792048395,24889337.166666668,0.0,0.0,0.033528226474867355,0.0,0.0,0.0,0.0,0.0,0.0,0.029169586229037314,0.0,0.0,0.0,0.0,0.0,0.06559685870300697,0.0,0.0,1.0862784995955062,0.92854915521622,0.0,0.0,0.006210530998270926,0.1512092497601868,0.0,0.03490020622820523,0.0,0.0,0.0
360,160977,-0.3935070021102662,111823549.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05747225155526535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2191790260303503,1.6412116155670173,0.0,0.0,0.0,0.16452766060694576,0.0,0.0,0.0,0.0,0.0
361,161004,-1.3726393830937047,166315500.0,0.0,0.0,0.0,0.014075657410163214,0.0,0.0,0.0,0.0,0.0,0.03903383929940384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.761210871305841,1.6649560624235265,0.0,0.0007816469300816821,0.0,0.11410241378584678,0.011572383011004186,0.0,0.0,0.0,0.0
362,161022,4.174746355906922,3077957.1666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08759716874985753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6615128876333183,0.09160756677196559,0.0,0.0,0.0,0.06228254313480538,0.0,0.0,0.0,0.0,0.02595065352598853
363,161086,-1.5442221615234846,147317166.66666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03618270330567947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7697824308775965,3.030694544537127,0.0,0.009193316461195403,0.0,0.1469346749586776,0.0,0.0,0.0,0.0,0.0
364,161457,-1.0852775505125578,175381946.83333334,0.0,0.0,4.447341059992662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.051162219536733174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06734490852636513,1.2057550391296876,0.0,0.0,0.0,0.008747354147333604,0.0,0.0,0.014691268855521819,0.0,0.0
365,161509,1.9971268403962987,14150587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039328427388442146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18854223738798492,1.249520320252439,0.0,0.0,0.0,0.08037687765178929,0.009765154383112633,0.0,0.0,0.0,0.005906115414152077
366,161518,1.2352318570907646,36911790.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021451072562432897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789729391977841,1.1712306795700294,0.0,0.0003719091673796879,0.0,0.00414284967589218,0.0,0.0,0.0,0.0,0.0
367,161563,1.2722206785932437,19617422.666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04994600208100731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31832898946222427,2.236951590378811,0.0,0.0010274710228669521,0.0,0.029104230953342358,0.0075946181037577,0.0,0.0,0.0,0.0
368,161572,1.240934363306022,19279057.166666668,0.0,0.0,0.0,0.07965555507844985,0.0,0.0,0.0,0.0,0.0014137620820547905,0.06602282582231739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005713713022774635,0.27171928696409364,1.2865780875885329,0.0,0.010521391074596377,0.0,0.0,0.06293658395794821,0.0,0.0,0.0,0.005318413608798279
369,162061,2.470820463620075,16122082.666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05464418079318454,0.0,0.0,0.0,0.0,0.0,0.0,0.11461711894625361,0.0,0.12169743867665733,0.7569347119917179,0.0,0.07536200657946426,0.0,0.0013676893026723926,0.0,0.0,0.0,0.0,0.0
